data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,label
78 ,49 ,2 ,68 ,41 ,94 ,25 ,47 ,86 ,20 ,1
60 ,9 ,13 ,66 ,29 ,96 ,11 ,100 ,89 ,11 ,1
86 ,45 ,36 ,81 ,11 ,97 ,30 ,60 ,62 ,33 ,1
79 ,30 ,22 ,79 ,29 ,55 ,31 ,53 ,64 ,31 ,1
63 ,21 ,32 ,72 ,37 ,9 ,71 ,38 ,19 ,45 ,1
74 ,41 ,25 ,58 ,43 ,89 ,71 ,41 ,41 ,92 ,1
73 ,46 ,8 ,74 ,40 ,19 ,51 ,62 ,6 ,35 ,1
93 ,32 ,27 ,95 ,18 ,74 ,99 ,40 ,6 ,41 ,1
86 ,0 ,12 ,57 ,46 ,48 ,44 ,75 ,8 ,92 ,1
56 ,44 ,38 ,83 ,44 ,29 ,82 ,22 ,16 ,98 ,1
75 ,21 ,24 ,92 ,12 ,79 ,37 ,23 ,93 ,87 ,1
70 ,25 ,48 ,92 ,33 ,59 ,32 ,96 ,29 ,73 ,1
60 ,5 ,5 ,53 ,35 ,76 ,75 ,50 ,31 ,50 ,1
83 ,3 ,38 ,60 ,6 ,10 ,80 ,19 ,7 ,86 ,1
76 ,49 ,0 ,85 ,20 ,11 ,18 ,61 ,10 ,23 ,1
76 ,39 ,26 ,99 ,27 ,73 ,33 ,89 ,3 ,28 ,1
85 ,0 ,2 ,77 ,26 ,81 ,2 ,48 ,10 ,70 ,1
51 ,25 ,20 ,74 ,18 ,31 ,33 ,39 ,20 ,2 ,1
100 ,14 ,32 ,86 ,20 ,10 ,75 ,85 ,7 ,14 ,1
89 ,18 ,39 ,62 ,6 ,24 ,38 ,40 ,98 ,9 ,1
82 ,45 ,31 ,71 ,29 ,93 ,2 ,19 ,55 ,46 ,1
99 ,18 ,31 ,89 ,8 ,73 ,64 ,99 ,27 ,78 ,1
86 ,39 ,27 ,70 ,24 ,26 ,5 ,54 ,40 ,82 ,1
78 ,27 ,47 ,56 ,19 ,20 ,31 ,34 ,80 ,36 ,1
94 ,15 ,19 ,78 ,33 ,73 ,76 ,7 ,16 ,81 ,1
72 ,46 ,44 ,69 ,11 ,8 ,39 ,1 ,94 ,67 ,1
64 ,11 ,31 ,94 ,15 ,61 ,97 ,60 ,76 ,92 ,1
67 ,39 ,4 ,62 ,4 ,94 ,56 ,0 ,99 ,37 ,1
61 ,36 ,1 ,100 ,2 ,37 ,96 ,7 ,98 ,99 ,1
71 ,19 ,35 ,58 ,5 ,100 ,41 ,30 ,82 ,13 ,1
90 ,1 ,3 ,93 ,0 ,9 ,44 ,16 ,37 ,93 ,1
76 ,19 ,8 ,90 ,7 ,58 ,98 ,99 ,25 ,82 ,1
67 ,41 ,9 ,72 ,27 ,49 ,24 ,78 ,14 ,28 ,1
91 ,27 ,29 ,59 ,25 ,57 ,80 ,8 ,54 ,0 ,1
74 ,44 ,44 ,91 ,21 ,27 ,51 ,44 ,94 ,53 ,1
67 ,33 ,20 ,84 ,24 ,71 ,15 ,30 ,88 ,59 ,1
72 ,4 ,34 ,93 ,21 ,74 ,62 ,30 ,7 ,88 ,1
97 ,21 ,28 ,100 ,22 ,3 ,15 ,13 ,45 ,53 ,1
73 ,27 ,10 ,96 ,47 ,83 ,74 ,57 ,95 ,58 ,1
82 ,47 ,26 ,54 ,12 ,32 ,54 ,10 ,84 ,52 ,1
86 ,16 ,6 ,71 ,45 ,41 ,49 ,76 ,29 ,9 ,1
80 ,27 ,14 ,93 ,26 ,79 ,7 ,43 ,33 ,13 ,1
99 ,6 ,44 ,82 ,17 ,30 ,97 ,18 ,12 ,17 ,1
81 ,7 ,17 ,88 ,29 ,64 ,91 ,39 ,36 ,27 ,1
55 ,20 ,18 ,55 ,3 ,60 ,25 ,50 ,6 ,77 ,1
99 ,14 ,39 ,79 ,47 ,86 ,49 ,53 ,72 ,20 ,1
96 ,44 ,21 ,55 ,9 ,12 ,18 ,1 ,33 ,94 ,1
73 ,20 ,13 ,64 ,4 ,7 ,92 ,92 ,58 ,60 ,1
100 ,36 ,31 ,88 ,6 ,47 ,48 ,37 ,30 ,25 ,1
70 ,33 ,10 ,52 ,21 ,18 ,17 ,50 ,80 ,63 ,1
61 ,5 ,31 ,92 ,23 ,88 ,19 ,89 ,21 ,16 ,1
91 ,48 ,30 ,98 ,39 ,92 ,17 ,13 ,36 ,66 ,1
52 ,44 ,26 ,72 ,38 ,26 ,38 ,78 ,74 ,67 ,1
81 ,41 ,24 ,70 ,26 ,30 ,50 ,23 ,41 ,83 ,1
63 ,47 ,35 ,59 ,28 ,77 ,44 ,50 ,58 ,73 ,1
74 ,12 ,26 ,99 ,26 ,80 ,35 ,68 ,31 ,28 ,1
98 ,47 ,10 ,94 ,48 ,3 ,67 ,36 ,84 ,27 ,1
72 ,0 ,16 ,66 ,1 ,86 ,90 ,7 ,61 ,76 ,1
85 ,16 ,34 ,56 ,11 ,88 ,62 ,31 ,25 ,20 ,1
87 ,33 ,49 ,63 ,33 ,74 ,96 ,8 ,11 ,85 ,1
94 ,13 ,24 ,82 ,3 ,98 ,7 ,65 ,3 ,57 ,1
73 ,24 ,21 ,97 ,2 ,34 ,45 ,22 ,60 ,97 ,1
91 ,9 ,22 ,79 ,35 ,91 ,42 ,92 ,19 ,7 ,1
75 ,46 ,15 ,57 ,14 ,73 ,46 ,18 ,21 ,92 ,1
56 ,8 ,19 ,62 ,48 ,56 ,93 ,36 ,10 ,99 ,1
72 ,10 ,36 ,73 ,18 ,47 ,1 ,32 ,54 ,88 ,1
86 ,49 ,0 ,68 ,35 ,41 ,21 ,85 ,82 ,15 ,1
74 ,6 ,1 ,96 ,21 ,18 ,18 ,51 ,56 ,56 ,1
76 ,46 ,49 ,66 ,2 ,37 ,78 ,96 ,57 ,37 ,1
89 ,16 ,38 ,71 ,33 ,97 ,31 ,8 ,78 ,13 ,1
63 ,2 ,10 ,59 ,23 ,64 ,44 ,36 ,93 ,74 ,1
76 ,45 ,28 ,99 ,35 ,54 ,31 ,76 ,24 ,52 ,1
91 ,42 ,48 ,95 ,35 ,65 ,92 ,46 ,94 ,46 ,1
57 ,26 ,0 ,78 ,28 ,9 ,80 ,66 ,58 ,87 ,1
97 ,44 ,10 ,96 ,18 ,29 ,85 ,48 ,10 ,11 ,1
87 ,2 ,30 ,76 ,29 ,96 ,38 ,77 ,61 ,97 ,1
93 ,43 ,2 ,94 ,24 ,86 ,60 ,96 ,9 ,42 ,1
52 ,42 ,14 ,95 ,28 ,16 ,46 ,87 ,69 ,42 ,1
78 ,9 ,16 ,76 ,32 ,95 ,61 ,62 ,55 ,11 ,1
72 ,19 ,11 ,96 ,25 ,93 ,6 ,19 ,41 ,13 ,1
81 ,22 ,35 ,54 ,27 ,82 ,12 ,41 ,50 ,0 ,1
52 ,30 ,27 ,68 ,11 ,67 ,82 ,50 ,37 ,21 ,1
76 ,37 ,5 ,74 ,47 ,75 ,24 ,46 ,32 ,12 ,1
59 ,10 ,9 ,94 ,11 ,51 ,60 ,73 ,84 ,54 ,1
87 ,2 ,13 ,70 ,1 ,6 ,84 ,65 ,42 ,46 ,1
94 ,8 ,1 ,58 ,39 ,19 ,4 ,100 ,61 ,30 ,1
67 ,29 ,46 ,100 ,44 ,61 ,67 ,72 ,25 ,19 ,1
55 ,40 ,7 ,94 ,33 ,47 ,4 ,30 ,86 ,75 ,1
85 ,5 ,12 ,63 ,10 ,50 ,33 ,49 ,42 ,85 ,1
63 ,2 ,4 ,61 ,10 ,52 ,9 ,28 ,57 ,85 ,1
99 ,30 ,3 ,73 ,47 ,30 ,35 ,93 ,10 ,43 ,1
100 ,5 ,6 ,51 ,4 ,71 ,46 ,56 ,98 ,92 ,1
71 ,39 ,33 ,83 ,8 ,5 ,79 ,9 ,61 ,87 ,1
69 ,31 ,34 ,99 ,48 ,54 ,70 ,98 ,15 ,52 ,1
86 ,3 ,45 ,78 ,43 ,70 ,59 ,55 ,16 ,41 ,1
92 ,41 ,23 ,83 ,34 ,63 ,95 ,49 ,98 ,2 ,1
66 ,30 ,15 ,63 ,11 ,26 ,66 ,12 ,0 ,48 ,1
94 ,24 ,9 ,57 ,1 ,65 ,91 ,52 ,14 ,23 ,1
96 ,47 ,35 ,84 ,33 ,28 ,29 ,83 ,79 ,34 ,1
85 ,41 ,47 ,99 ,40 ,67 ,30 ,5 ,25 ,19 ,1
51 ,33 ,35 ,92 ,19 ,96 ,17 ,19 ,95 ,37 ,1
92 ,8 ,48 ,54 ,45 ,75 ,95 ,24 ,47 ,45 ,1
96 ,8 ,47 ,86 ,49 ,68 ,74 ,72 ,49 ,42 ,1
61 ,10 ,22 ,81 ,34 ,34 ,49 ,99 ,88 ,84 ,1
91 ,44 ,16 ,84 ,30 ,5 ,83 ,1 ,4 ,69 ,1
97 ,14 ,32 ,65 ,27 ,82 ,11 ,97 ,7 ,20 ,1
58 ,46 ,35 ,60 ,0 ,62 ,53 ,51 ,29 ,44 ,1
56 ,8 ,45 ,84 ,3 ,26 ,4 ,19 ,87 ,50 ,1
93 ,46 ,42 ,83 ,37 ,76 ,97 ,88 ,67 ,26 ,1
94 ,34 ,30 ,97 ,10 ,31 ,54 ,71 ,83 ,100 ,1
75 ,20 ,2 ,77 ,10 ,26 ,52 ,92 ,75 ,92 ,1
96 ,48 ,26 ,73 ,27 ,56 ,33 ,53 ,32 ,84 ,1
90 ,6 ,35 ,72 ,1 ,85 ,26 ,92 ,18 ,66 ,1
59 ,3 ,23 ,91 ,46 ,36 ,90 ,79 ,82 ,1 ,1
69 ,40 ,20 ,96 ,24 ,48 ,31 ,52 ,98 ,52 ,1
85 ,3 ,7 ,55 ,46 ,76 ,45 ,31 ,91 ,38 ,1
59 ,29 ,12 ,76 ,20 ,6 ,69 ,31 ,17 ,78 ,1
52 ,27 ,47 ,66 ,15 ,28 ,91 ,41 ,1 ,10 ,1
89 ,22 ,15 ,83 ,47 ,56 ,62 ,82 ,32 ,75 ,1
53 ,21 ,4 ,79 ,29 ,6 ,77 ,18 ,44 ,47 ,1
69 ,18 ,11 ,73 ,55 ,25 ,19 ,46 ,2 ,13 ,1
75 ,35 ,19 ,19 ,91 ,32 ,19 ,100 ,22 ,13 ,1
77 ,19 ,40 ,42 ,70 ,96 ,43 ,54 ,0 ,62 ,1
53 ,0 ,19 ,86 ,86 ,99 ,48 ,22 ,38 ,70 ,1
83 ,31 ,25 ,56 ,95 ,41 ,23 ,66 ,26 ,66 ,1
86 ,23 ,37 ,62 ,73 ,43 ,26 ,57 ,27 ,32 ,1
79 ,32 ,19 ,23 ,92 ,2 ,23 ,77 ,61 ,90 ,1
86 ,47 ,30 ,99 ,59 ,66 ,30 ,13 ,77 ,55 ,1
93 ,37 ,15 ,98 ,54 ,28 ,25 ,15 ,63 ,90 ,1
80 ,21 ,43 ,19 ,83 ,61 ,24 ,3 ,15 ,0 ,1
91 ,29 ,32 ,91 ,98 ,91 ,11 ,37 ,76 ,54 ,1
60 ,31 ,29 ,7 ,67 ,32 ,38 ,36 ,93 ,24 ,1
81 ,3 ,5 ,35 ,64 ,95 ,21 ,76 ,3 ,99 ,1
96 ,9 ,44 ,75 ,82 ,86 ,24 ,10 ,36 ,42 ,1
94 ,33 ,40 ,71 ,74 ,48 ,2 ,48 ,91 ,50 ,1
97 ,19 ,42 ,19 ,96 ,12 ,38 ,7 ,9 ,2 ,1
85 ,21 ,34 ,11 ,81 ,89 ,8 ,76 ,20 ,26 ,1
53 ,26 ,26 ,13 ,94 ,74 ,25 ,33 ,72 ,76 ,1
88 ,32 ,47 ,72 ,98 ,92 ,5 ,8 ,61 ,49 ,1
55 ,5 ,21 ,60 ,93 ,57 ,36 ,81 ,21 ,28 ,1
96 ,23 ,47 ,91 ,76 ,26 ,47 ,65 ,89 ,76 ,1
63 ,48 ,21 ,52 ,87 ,6 ,2 ,49 ,22 ,49 ,1
58 ,21 ,24 ,67 ,87 ,97 ,31 ,58 ,46 ,35 ,1
94 ,32 ,2 ,64 ,54 ,54 ,16 ,80 ,78 ,81 ,1
53 ,12 ,27 ,39 ,98 ,8 ,42 ,27 ,55 ,93 ,1
96 ,28 ,20 ,95 ,88 ,39 ,16 ,12 ,67 ,71 ,1
95 ,5 ,38 ,87 ,85 ,74 ,16 ,75 ,28 ,86 ,1
88 ,30 ,12 ,69 ,97 ,95 ,19 ,95 ,73 ,17 ,1
86 ,38 ,25 ,58 ,62 ,93 ,14 ,8 ,70 ,72 ,1
53 ,16 ,43 ,75 ,58 ,65 ,37 ,9 ,11 ,76 ,1
98 ,43 ,35 ,30 ,82 ,34 ,8 ,59 ,18 ,53 ,1
84 ,42 ,5 ,52 ,89 ,51 ,12 ,44 ,19 ,38 ,1
66 ,20 ,25 ,2 ,99 ,25 ,0 ,9 ,83 ,93 ,1
67 ,33 ,19 ,88 ,71 ,30 ,26 ,55 ,87 ,25 ,1
90 ,1 ,23 ,27 ,81 ,87 ,42 ,48 ,93 ,7 ,1
57 ,22 ,16 ,24 ,97 ,80 ,18 ,72 ,64 ,17 ,1
60 ,16 ,38 ,75 ,92 ,32 ,29 ,73 ,47 ,67 ,1
99 ,37 ,6 ,84 ,64 ,72 ,30 ,43 ,100 ,34 ,1
98 ,9 ,39 ,56 ,78 ,72 ,13 ,43 ,10 ,50 ,1
56 ,24 ,44 ,87 ,67 ,17 ,0 ,40 ,32 ,29 ,1
81 ,48 ,1 ,25 ,85 ,64 ,30 ,87 ,80 ,39 ,1
53 ,43 ,28 ,3 ,85 ,50 ,29 ,56 ,87 ,91 ,1
62 ,20 ,1 ,92 ,85 ,62 ,14 ,83 ,90 ,90 ,1
96 ,30 ,29 ,26 ,73 ,11 ,11 ,69 ,73 ,84 ,1
71 ,33 ,27 ,50 ,53 ,18 ,49 ,8 ,79 ,72 ,1
96 ,17 ,45 ,15 ,87 ,9 ,36 ,13 ,81 ,67 ,1
91 ,35 ,48 ,41 ,80 ,91 ,14 ,19 ,62 ,65 ,1
53 ,9 ,32 ,47 ,66 ,32 ,14 ,15 ,92 ,88 ,1
63 ,6 ,48 ,32 ,94 ,51 ,9 ,99 ,12 ,100 ,1
80 ,5 ,20 ,17 ,52 ,67 ,34 ,32 ,96 ,4 ,1
56 ,39 ,6 ,34 ,56 ,73 ,46 ,92 ,27 ,50 ,1
98 ,0 ,13 ,49 ,88 ,75 ,13 ,16 ,59 ,77 ,1
79 ,19 ,3 ,4 ,58 ,34 ,43 ,4 ,55 ,59 ,1
79 ,17 ,11 ,95 ,73 ,75 ,35 ,13 ,61 ,82 ,1
63 ,29 ,7 ,5 ,62 ,76 ,12 ,89 ,84 ,44 ,1
95 ,43 ,17 ,88 ,97 ,92 ,9 ,7 ,32 ,38 ,1
62 ,49 ,0 ,15 ,74 ,77 ,24 ,77 ,22 ,14 ,1
82 ,6 ,34 ,66 ,59 ,66 ,8 ,20 ,91 ,29 ,1
73 ,48 ,16 ,38 ,71 ,28 ,43 ,60 ,35 ,92 ,1
64 ,34 ,26 ,14 ,69 ,42 ,48 ,57 ,11 ,9 ,1
78 ,27 ,26 ,77 ,89 ,60 ,47 ,33 ,84 ,81 ,1
97 ,46 ,23 ,30 ,97 ,32 ,45 ,92 ,46 ,77 ,1
98 ,30 ,20 ,7 ,82 ,16 ,31 ,57 ,14 ,9 ,1
61 ,43 ,0 ,71 ,89 ,1 ,38 ,33 ,67 ,87 ,1
96 ,6 ,13 ,96 ,76 ,43 ,47 ,89 ,15 ,36 ,1
100 ,2 ,17 ,29 ,57 ,42 ,31 ,48 ,33 ,24 ,1
95 ,27 ,1 ,17 ,100 ,35 ,7 ,36 ,5 ,38 ,1
86 ,29 ,29 ,15 ,60 ,83 ,12 ,26 ,50 ,51 ,1
70 ,16 ,46 ,47 ,80 ,72 ,21 ,44 ,94 ,75 ,1
53 ,0 ,17 ,10 ,78 ,66 ,6 ,72 ,83 ,27 ,1
68 ,22 ,19 ,27 ,71 ,34 ,12 ,32 ,35 ,82 ,1
69 ,41 ,15 ,26 ,68 ,83 ,23 ,8 ,35 ,66 ,1
99 ,8 ,48 ,8 ,58 ,53 ,10 ,40 ,80 ,6 ,1
76 ,18 ,25 ,93 ,69 ,13 ,40 ,35 ,98 ,77 ,1
94 ,44 ,26 ,58 ,67 ,62 ,20 ,13 ,78 ,10 ,1
78 ,14 ,20 ,15 ,90 ,3 ,11 ,66 ,33 ,29 ,1
83 ,35 ,7 ,97 ,54 ,21 ,26 ,43 ,81 ,6 ,1
68 ,30 ,17 ,86 ,99 ,40 ,15 ,9 ,64 ,37 ,1
66 ,29 ,48 ,11 ,67 ,7 ,42 ,23 ,81 ,70 ,1
95 ,21 ,7 ,33 ,54 ,33 ,22 ,52 ,15 ,15 ,1
81 ,45 ,48 ,62 ,67 ,19 ,9 ,27 ,38 ,0 ,1
82 ,30 ,25 ,42 ,76 ,4 ,41 ,0 ,25 ,80 ,1
63 ,4 ,11 ,29 ,90 ,37 ,10 ,28 ,89 ,27 ,1
96 ,33 ,32 ,26 ,80 ,25 ,11 ,57 ,19 ,69 ,1
70 ,17 ,6 ,91 ,92 ,17 ,47 ,51 ,86 ,99 ,1
65 ,36 ,0 ,3 ,67 ,68 ,32 ,59 ,6 ,37 ,1
75 ,24 ,6 ,56 ,98 ,65 ,2 ,94 ,45 ,92 ,1
73 ,9 ,35 ,2 ,57 ,24 ,20 ,10 ,98 ,13 ,1
78 ,49 ,35 ,67 ,93 ,34 ,44 ,55 ,87 ,6 ,1
99 ,3 ,3 ,30 ,59 ,65 ,24 ,26 ,52 ,27 ,1
61 ,22 ,29 ,8 ,79 ,18 ,46 ,14 ,2 ,19 ,1
80 ,3 ,34 ,95 ,87 ,61 ,47 ,40 ,83 ,62 ,1
68 ,49 ,49 ,59 ,73 ,54 ,18 ,67 ,34 ,22 ,1
78 ,32 ,49 ,68 ,92 ,67 ,17 ,12 ,6 ,11 ,1
98 ,17 ,44 ,33 ,68 ,97 ,31 ,90 ,72 ,68 ,1
58 ,22 ,7 ,16 ,84 ,58 ,10 ,7 ,13 ,57 ,1
95 ,4 ,25 ,55 ,64 ,72 ,11 ,64 ,49 ,97 ,1
64 ,43 ,24 ,48 ,80 ,24 ,12 ,94 ,61 ,93 ,1
73 ,15 ,16 ,36 ,95 ,78 ,35 ,48 ,14 ,29 ,1
78 ,18 ,0 ,21 ,93 ,84 ,43 ,65 ,59 ,37 ,1
75 ,15 ,43 ,36 ,74 ,33 ,24 ,53 ,57 ,35 ,1
74 ,43 ,16 ,90 ,79 ,65 ,1 ,14 ,42 ,95 ,1
99 ,37 ,12 ,47 ,76 ,86 ,34 ,14 ,72 ,83 ,1
57 ,48 ,8 ,88 ,77 ,25 ,32 ,84 ,86 ,57 ,1
52 ,41 ,7 ,28 ,59 ,66 ,12 ,19 ,71 ,23 ,1
52 ,17 ,27 ,6 ,79 ,49 ,34 ,87 ,55 ,77 ,1
81 ,26 ,44 ,12 ,82 ,82 ,17 ,39 ,45 ,91 ,1
80 ,40 ,12 ,78 ,52 ,70 ,32 ,88 ,2 ,97 ,1
52 ,43 ,37 ,84 ,84 ,89 ,4 ,16 ,82 ,27 ,1
94 ,16 ,0 ,92 ,59 ,8 ,22 ,100 ,88 ,61 ,1
63 ,45 ,23 ,29 ,84 ,89 ,16 ,25 ,32 ,40 ,1
95 ,37 ,10 ,38 ,89 ,51 ,19 ,69 ,8 ,18 ,1
79 ,43 ,38 ,84 ,54 ,21 ,10 ,65 ,79 ,75 ,1
81 ,15 ,22 ,68 ,60 ,42 ,47 ,1 ,70 ,28 ,1
95 ,31 ,27 ,21 ,67 ,1 ,26 ,86 ,83 ,86 ,1
86 ,16 ,34 ,32 ,100 ,71 ,26 ,95 ,53 ,40 ,1
83 ,14 ,46 ,70 ,53 ,20 ,28 ,90 ,15 ,88 ,1
76 ,9 ,39 ,7 ,63 ,5 ,17 ,50 ,20 ,47 ,1
60 ,36 ,49 ,5 ,56 ,18 ,4 ,32 ,40 ,24 ,1
93 ,25 ,29 ,42 ,71 ,50 ,1 ,22 ,42 ,65 ,1
92 ,39 ,14 ,45 ,72 ,7 ,37 ,22 ,26 ,5 ,1
89 ,19 ,47 ,38 ,53 ,38 ,25 ,84 ,56 ,85 ,1
53 ,26 ,42 ,91 ,65 ,97 ,19 ,30 ,29 ,19 ,1
68 ,32 ,5 ,58 ,56 ,55 ,32 ,24 ,42 ,79 ,1
95 ,14 ,5 ,64 ,62 ,92 ,24 ,50 ,28 ,90 ,1
65 ,20 ,46 ,1 ,58 ,29 ,36 ,78 ,22 ,100 ,1
58 ,47 ,22 ,40 ,71 ,19 ,10 ,7 ,91 ,42 ,1
76 ,8 ,17 ,39 ,97 ,22 ,38 ,24 ,68 ,27 ,1
86 ,33 ,17 ,28 ,61 ,37 ,39 ,91 ,98 ,41 ,1
79 ,10 ,2 ,15 ,51 ,76 ,20 ,52 ,58 ,32 ,1
78 ,23 ,19 ,71 ,69 ,68 ,15 ,64 ,4 ,93 ,1
61 ,23 ,12 ,68 ,72 ,81 ,41 ,84 ,38 ,43 ,1
75 ,0 ,48 ,4 ,79 ,26 ,8 ,22 ,50 ,23 ,1
94 ,37 ,31 ,6 ,73 ,3 ,2 ,95 ,62 ,92 ,1
79 ,11 ,42 ,87 ,54 ,62 ,7 ,10 ,72 ,27 ,1
98 ,8 ,20 ,1 ,90 ,57 ,3 ,77 ,97 ,13 ,1
75 ,20 ,1 ,36 ,96 ,70 ,17 ,94 ,34 ,50 ,1
54 ,23 ,15 ,21 ,69 ,91 ,22 ,60 ,20 ,67 ,1
92 ,48 ,44 ,47 ,94 ,80 ,37 ,49 ,15 ,6 ,1
65 ,24 ,7 ,37 ,83 ,57 ,44 ,19 ,81 ,55 ,1
79 ,7 ,11 ,39 ,57 ,12 ,17 ,54 ,91 ,34 ,1
82 ,18 ,2 ,34 ,76 ,45 ,29 ,81 ,6 ,27 ,1
55 ,4 ,45 ,34 ,89 ,34 ,38 ,71 ,74 ,83 ,1
55 ,11 ,48 ,37 ,84 ,84 ,17 ,16 ,36 ,56 ,1
66 ,15 ,16 ,94 ,72 ,76 ,16 ,85 ,58 ,5 ,1
87 ,44 ,15 ,62 ,86 ,36 ,14 ,22 ,70 ,74 ,1
74 ,39 ,4 ,10 ,57 ,2 ,10 ,100 ,28 ,82 ,1
76 ,9 ,1 ,19 ,53 ,23 ,21 ,3 ,71 ,89 ,1
54 ,5 ,16 ,93 ,59 ,100 ,15 ,60 ,50 ,76 ,1
72 ,20 ,28 ,36 ,100 ,63 ,41 ,29 ,34 ,100 ,1
63 ,35 ,34 ,37 ,51 ,79 ,19 ,94 ,34 ,60 ,1
53 ,9 ,1 ,81 ,61 ,16 ,1 ,4 ,37 ,83 ,1
68 ,38 ,1 ,76 ,53 ,94 ,5 ,57 ,97 ,42 ,1
96 ,19 ,39 ,26 ,76 ,39 ,19 ,0 ,23 ,68 ,1
69 ,30 ,18 ,94 ,98 ,33 ,36 ,25 ,53 ,37 ,1
87 ,48 ,29 ,26 ,96 ,70 ,16 ,72 ,69 ,44 ,1
97 ,2 ,48 ,54 ,75 ,22 ,20 ,63 ,42 ,28 ,1
69 ,11 ,31 ,87 ,72 ,58 ,16 ,80 ,19 ,33 ,1
68 ,48 ,46 ,42 ,53 ,52 ,36 ,18 ,94 ,1 ,1
77 ,9 ,14 ,24 ,90 ,63 ,19 ,49 ,60 ,46 ,1
87 ,48 ,12 ,65 ,87 ,66 ,8 ,21 ,100 ,32 ,1
67 ,32 ,18 ,50 ,100 ,77 ,42 ,75 ,87 ,16 ,1
56 ,11 ,17 ,71 ,54 ,54 ,18 ,56 ,11 ,83 ,1
79 ,23 ,37 ,46 ,97 ,77 ,16 ,48 ,8 ,41 ,1
73 ,48 ,21 ,16 ,83 ,64 ,27 ,75 ,59 ,4 ,1
83 ,35 ,32 ,16 ,79 ,26 ,18 ,7 ,41 ,30 ,1
75 ,24 ,7 ,85 ,77 ,51 ,5 ,42 ,64 ,5 ,1
51 ,22 ,8 ,45 ,82 ,97 ,1 ,75 ,49 ,13 ,1
56 ,18 ,30 ,20 ,96 ,22 ,29 ,72 ,61 ,9 ,1
98 ,47 ,48 ,61 ,83 ,60 ,16 ,44 ,41 ,73 ,1
99 ,38 ,32 ,68 ,92 ,85 ,25 ,24 ,36 ,79 ,1
85 ,29 ,26 ,41 ,51 ,13 ,30 ,53 ,84 ,27 ,1
69 ,29 ,39 ,55 ,62 ,88 ,36 ,27 ,33 ,93 ,1
55 ,39 ,45 ,90 ,68 ,76 ,20 ,89 ,3 ,24 ,1
79 ,12 ,38 ,78 ,51 ,91 ,49 ,18 ,11 ,44 ,1
62 ,34 ,7 ,14 ,95 ,72 ,41 ,97 ,61 ,20 ,1
87 ,29 ,6 ,34 ,87 ,40 ,34 ,96 ,23 ,78 ,1
66 ,1 ,3 ,32 ,64 ,93 ,40 ,56 ,24 ,8 ,1
81 ,24 ,12 ,76 ,81 ,89 ,39 ,55 ,1 ,47 ,1
65 ,43 ,16 ,54 ,55 ,41 ,30 ,47 ,62 ,1 ,1
83 ,10 ,39 ,34 ,60 ,88 ,25 ,70 ,63 ,21 ,1
66 ,33 ,10 ,95 ,95 ,23 ,46 ,89 ,49 ,15 ,1
59 ,28 ,33 ,65 ,83 ,75 ,16 ,78 ,67 ,8 ,1
94 ,42 ,26 ,40 ,93 ,55 ,43 ,33 ,41 ,53 ,1
59 ,46 ,10 ,70 ,70 ,80 ,42 ,91 ,92 ,17 ,1
67 ,35 ,42 ,10 ,54 ,52 ,23 ,48 ,42 ,90 ,1
59 ,25 ,22 ,71 ,97 ,98 ,45 ,23 ,21 ,12 ,1
59 ,38 ,38 ,93 ,85 ,34 ,20 ,20 ,89 ,69 ,1
81 ,30 ,36 ,79 ,96 ,31 ,19 ,69 ,47 ,96 ,1
97 ,25 ,18 ,28 ,64 ,38 ,49 ,27 ,60 ,72 ,1
88 ,47 ,44 ,71 ,88 ,21 ,7 ,25 ,85 ,30 ,1
57 ,5 ,21 ,1 ,58 ,55 ,21 ,66 ,25 ,59 ,1
62 ,32 ,5 ,7 ,74 ,58 ,13 ,57 ,20 ,85 ,1
73 ,6 ,4 ,99 ,65 ,79 ,6 ,14 ,77 ,24 ,1
96 ,20 ,5 ,93 ,83 ,20 ,2 ,97 ,5 ,15 ,1
71 ,15 ,10 ,7 ,76 ,83 ,5 ,46 ,72 ,43 ,1
94 ,23 ,20 ,41 ,63 ,97 ,25 ,24 ,53 ,33 ,1
83 ,49 ,4 ,68 ,65 ,33 ,17 ,34 ,16 ,48 ,1
95 ,20 ,35 ,17 ,91 ,80 ,2 ,9 ,41 ,83 ,1
65 ,10 ,2 ,58 ,92 ,83 ,34 ,96 ,61 ,6 ,1
56 ,46 ,37 ,44 ,81 ,66 ,91 ,28 ,45 ,51 ,1
63 ,6 ,6 ,90 ,52 ,71 ,73 ,19 ,7 ,35 ,1
95 ,47 ,8 ,21 ,63 ,75 ,74 ,84 ,17 ,13 ,1
55 ,32 ,8 ,74 ,53 ,8 ,96 ,96 ,89 ,59 ,1
70 ,29 ,15 ,45 ,60 ,66 ,71 ,42 ,45 ,70 ,1
52 ,26 ,35 ,38 ,97 ,92 ,52 ,92 ,70 ,59 ,1
99 ,25 ,36 ,81 ,94 ,2 ,89 ,12 ,81 ,91 ,1
81 ,15 ,38 ,72 ,96 ,98 ,51 ,81 ,85 ,33 ,1
77 ,37 ,23 ,86 ,86 ,95 ,97 ,97 ,21 ,83 ,1
83 ,21 ,11 ,85 ,58 ,25 ,57 ,66 ,64 ,51 ,1
60 ,13 ,10 ,11 ,60 ,96 ,77 ,38 ,17 ,62 ,1
85 ,38 ,45 ,15 ,84 ,37 ,72 ,88 ,60 ,46 ,1
