产品ID,型号,品牌,颜色数,上市时间,市场定位,芯片平台,芯片主频,AP,频段数量,零售价格,外观类型,厚度,产品重量,屏幕数量,屏幕尺寸,分辩率,触摸屏,键盘类型,RAM,ROM,Flash内存,摄像头,定位,FM广播,电视,Modem,红外,蓝牙,WLAN,电池容量,重力感应器,方向感应器,文字输入方法数,智能系统
335,C7168,华为,1,2006,0,0,40,0,1,825,0,16.8,138,1,3,76800,1,0,128,256,0,200,0,0,0,1,0,0,0,1250,0,0,2,0
336,S269,三星,1,2007,0,0,96,0,1,399,0,13.6,100,1,2.8,76800,1,0,128,256,50,200,0,1,0,1,0,1,0,1000,0,0,3,0
337,W579+,三星,1,2007,3,0,40,0,5,5980,1,21.15,106,1,2.8,76800,1,0,128,256,50,200,1,0,0,1,0,1,0,1100,0,0,2,0
338,W362,摩托罗拉,1,2008,0,0,96,0,1,599,0,14.6,105,1,2.8,76800,1,0,256,1024,128,320,1,1,0,1,0,1,0,1100,0,0,2,0
339,C2800,华为,1,2008,0,0,96,0,1,188,0,14.5,50,1,0.8,6240,0,1,256,512,0,0,1,0,0,0,0,0,0,700,0,0,1,0
340,KX216,LG,1,2008,0,0,128,0,1,558,0,13.9,85,1,1.8,20480,0,1,43,43,0,130,0,0,0,0,0,0,0,750,0,0,1,0
341,C7100,华为,1,2008,0,0,96,0,1,828,0,15,80,1,1.44,16384,0,1,4,4,0,0,0,0,0,0,0,0,0,850,0,0,1,0
342,2718,宇龙,1,2008,1,0,128,0,3,1780,2,23,120,1,2.8,76800,1,0,128,256,20,200,1,1,0,1,0,1,1,1150,1,0,2,1
343,C2605,华为,1,2008,0,0,96,0,1,268,0,13.5,85,1,2,20480,0,1,200,200,200,130,0,0,0,0,0,0,0,800,0,0,1,0
344,2318,宇龙,1,2008,1,0,128,0,3,1680,0,16,116,1,2.8,76800,1,0,8,32,5,30,0,0,0,0,0,1,0,1000,1,0,3,0
345,KX266,LG,1,2008,0,0,147,0,1,988,1,12.9,86,1,2.2,76800,0,1,64,128,5,30,0,0,0,1,1,0,0,1000,0,0,1,0
346,D08,宇龙,1,2008,1,0,128,0,1,1480,0,11,78,1,1.52,16384,0,1,4,8,0.3,0,0,0,0,1,0,0,0,750,0,0,1,0
347,D18,宇龙,1,2008,2,0,128,0,1,1280,0,16.2,120,1,3.5,153600,1,0,256,512,50,300,1,0,0,1,0,1,1,2500,1,0,2,1
348,S500,多普达,1,2008,3,0,528,0,1,4380,0,13.9,120,1,2.8,76800,1,0,16,32,96,130,0,0,0,1,0,0,0,1480,0,0,2,0
349,CV11,广州金鹏,1,2009,1,0,192,0,1,788,0,14.7,120,1,2,38720,0,1,16,32,6,200,0,0,0,1,0,0,0,1300,0,0,1,0
350,A116,英华达,1,2009,0,1,56,0,1,239,0,16.2,85,1,2.2,76800,0,1,4,16,0,130,0,0,0,0,0,0,0,1300,0,0,1,0
351,Q2,德信琦基,1,2009,0,0,96,0,3,780,0,15.5,110,1,3.2,153600,1,0,256,512,16,320,1,1,0,1,0,1,1,1100,1,0,1,1
352,F620,深圳友利通,1,2009,0,1,56,0,1,660,0,16.3,90,1,1.8,20480,0,1,4,16,2,0,0,0,0,0,0,0,0,1000,0,0,1,0
353,HS-F58,海信,1,2009,0,0,96,1,1,699,0,16,75,1,2,38720,0,1,16,32,6,200,0,1,0,1,0,1,0,1000,0,0,1,0
354,HS-S17,海信,2,2009,0,0,96,1,1,298,0,13,95,2,2.2,76800,0,1,64,128,3,130,0,1,0,1,0,0,0,1000,0,0,1,0
355,A310,英华达,1,2009,0,1,56,0,1,700,1,19.5,110,1,2.8,76800,1,0,128,256,75,200,0,1,0,1,0,1,0,960,0,0,2,0
356,E28C,易丰展业,1,2009,0,0,96,0,1,498,0,13.8,81,1,1.8,20480,0,1,4,8,8,0,0,0,0,0,0,0,0,1400,0,0,1,0
357,E66C,易丰展业,1,2009,0,0,96,0,1,399,0,14,430,1,7,384000,2,2,512,512,183,500,1,0,0,1,0,1,1,3500,1,0,2,1
358,EC11+,易丰展业,1,2009,0,0,96,0,1,299,0,15,114,1,3,96000,1,0,128,256,75,320,1,1,0,1,0,1,0,1050,0,0,2,0
359,sins 1100,深圳中伟天,1,2009,0,0,96,0,1,280,0,13,86,1,2.4,76800,0,1,8,32,2,30,1,1,0,1,0,0,0,1200,0,0,1,0
360,OT-V770C,TCL移动,1,2009,0,0,96,0,1,998,0,10.7,124,1,2.4,76800,1,1,64,256,7,30,0,1,0,1,0,1,0,1400,0,0,3,0
361,OT-280C,TCL移动,1,2009,0,1,56,0,1,498,2,19,110.2,2,2.6,96000,0,1,128,256,38,320,0,1,0,1,0,1,0,810,0,0,1,0
362,E68,天宇朗通,1,2009,1,0,192,1,1,2580,0,13,114.6,1,2.8,76800,1,0,256,64,3,200,0,0,1,0,0,1,0,1400,0,0,2,0
363,E189,东森移动,1,2009,1,0,192,0,1,980,0,15,130,1,3,96000,0,1,64,128,352,30,0,1,0,0,0,0,0,1450,0,0,1,0
364,908,特灵通,1,2009,0,1,56,0,1,540,0,14,105,1,2.2,38720,1,1,8,16,1,30,0,1,0,0,0,1,0,600,0,0,3,0
365,CF568,深圳广信,1,2009,0,1,56,0,1,498,0,12.6,117,1,2.4,76800,1,0,128,256,1024,500,1,1,0,0,0,1,0,800,0,0,1,0
366,M808,东森移动,1,2009,0,0,96,0,1,580,2,15,130,1,3.2,153600,1,0,128,256,64,200,1,1,0,1,0,1,0,1100,0,0,2,0
367,E379,天宇朗通,2,2009,2,0,192,0,3,1060,0,13,138,1,3.5,153600,2,0,256,512,512,200,0,1,0,0,0,1,0,800,0,1,2,0
368,E329,天宇朗通,4,2009,1,0,192,0,3,469,0,13.2,125,1,2.4,76800,0,1,512,512,46,30,0,1,0,1,0,0,0,2400,0,0,1,0
369,SCH-S359,三星,3,2009,0,0,128,0,1,888,2,15.3,95,1,2.4,76800,0,1,128,256,0,130,0,1,0,1,0,1,0,900,0,0,1,0
370,SCH-M519,三星,1,2009,1,0,192,0,1,1058,0,10.7,125,1,3.5,153600,1,0,512,256,4.8,200,0,1,0,0,0,1,0,900,0,0,2,0
371,CT1003,深圳世纪天元,1,2009,0,0,96,0,1,428,1,18.8,123,1,2.8,76800,1,0,64,128,30,200,0,1,0,1,0,1,0,1100,1,0,3,0
372,830,特灵通,1,2009,0,1,56,0,1,335,2,19.7,89,1,2,38720,0,1,8,32,3,30,0,0,0,1,0,0,0,860,0,0,1,0
373,SH6120CT,夏普,1,2009,2,0,192,0,1,1769,1,15.8,136,1,2.4,76800,1,2,256,64,43,200,0,1,0,1,0,1,0,1000,0,0,3,0
374,V200,夏新,1,2009,0,0,96,0,1,499,2,17,70,1,1.5,20480,0,1,2,4,2,0,0,1,0,0,0,0,0,600,0,0,1,0
375,LT821,特灵通,2,2009,0,1,56,0,1,270,0,14,145,1,2.4,76800,1,1,128,32,0,30,0,1,1,1,0,1,0,850,0,0,3,0
376,EV900,杭州东信百丰,1,2009,1,0,192,0,1,980,0,12.9,105,2,2.2,76800,0,1,64,32,10,130,0,0,0,1,0,0,0,800,0,0,1,0
377,CT1002,深圳世纪天元,1,2009,0,0,96,0,1,288,0,15.1,115,1,3.2,96000,1,0,64,128,43,200,0,1,0,1,0,1,0,1050,0,0,2,0
378,HS-E79,海信,1,2009,1,0,192,1,1,2580,0,12.9,105,2,2,38720,0,1,64,128,40,130,1,0,0,1,0,1,0,1000,0,0,1,0
379,S618,中兴,1,2009,0,0,96,0,1,500,0,12.5,135,1,2.8,76800,1,0,128,256,100,200,0,1,0,1,0,1,0,1200,0,0,3,0
380,OT-S689C,TCL移动,1,2009,1,0,192,0,1,1680,0,15.4,120,1,3.2,153600,1,1,128,256,16,200,1,1,0,1,0,1,0,1500,0,0,2,0
381,C2809,华为,1,2009,0,0,96,0,1,213,0,15,82,1,2.4,76800,0,1,64,128,16,130,0,0,0,1,0,0,0,1000,0,0,1,0
382,SCH-F339,三星,4,2009,1,0,192,0,1,1065,0,12.2,108,1,2.2,38720,0,1,32,64,17,130,0,1,0,1,0,1,0,880,0,0,1,0
383,H888,四川盟宝,1,2009,1,0,96,0,1,1200,0,13.4,160,1,4.3,384000,2,0,512,512,0,500,1,0,0,1,0,1,1,2000,1,1,3,1
384,HK-F6,厦门宏康,1,2009,0,0,96,0,1,680,2,14.5,127,1,3,76800,1,0,16,32,0.5,30,0,0,0,0,0,0,0,1000,0,0,2,0
385,HK-F7,厦门宏康,1,2009,0,0,96,0,1,580,1,16.8,71,1,1.4,6240,0,1,4,4,0.5,0,0,0,0,0,0,0,0,860,0,0,1,0
386,E260C,联想,1,2009,0,0,96,0,1,298,0,14,83,1,2.4,76800,1,1,38,128,500,30,0,1,0,0,0,1,0,1350,0,0,3,0
387,ZTE-CS132,中兴,1,2009,0,0,96,0,1,298,0,14.4,94,1,1.8,20480,0,1,8,8,2,30,0,0,0,0,0,0,0,850,0,0,1,0
388,ZTE-C S189,中兴,1,2009,0,0,96,0,1,219,0,14,120,1,1.77,20480,0,1,64,32,64,0,0,0,0,1,0,0,0,900,0,0,1,0
389,E389,东森移动,1,2009,1,0,192,0,1,2150,0,13.5,95,1,2.4,76800,1,0,8,16,3,130,0,1,0,0,0,0,0,1200,0,0,2,0
390,KV600,LG,3,2009,1,0,192,0,1,1534,1,15.5,87.6,1,2,38720,0,1,32,128,250,30,0,1,0,0,0,1,0,1000,0,0,1,0
391,KX195,LG,2,2009,0,0,96,0,1,228,0,14.2,98,1,1.5,20480,0,1,4,4,10,30,0,1,0,1,1,0,0,1070,0,0,1,0
392,SED-h806,深圳桑达电子,1,2009,2,1,56,0,3,1068,0,15,150,1,2,76800,0,1,32,8,0,30,0,0,0,1,0,1,0,750,0,0,1,0
393,V60,德信琦基,1,2009,1,0,192,0,1,1580,0,14,118,1,2.6,76800,0,1,128,256,90,200,1,0,0,1,0,1,0,1140,0,0,1,0
394,C8000,华为,1,2009,1,0,96,0,1,1980,0,15.4,112,1,2.4,6240,1,1,64,192,16,30,0,1,0,1,0,1,0,2000,1,1,3,0
395,Q96,深圳世纪天元,1,2009,0,0,96,0,1,588,0,13,90,1,3,96000,1,0,128,256,60,200,1,1,0,1,0,1,0,900,0,0,2,0
396,ZTE-C S200,中兴,1,2009,0,0,128,0,1,698,0,14.5,191.5,2,3,96000,1,1,256,4096,300,500,1,1,0,1,0,1,0,1500,1,0,3,0
397,ZTE-C F290,中兴,1,2009,0,0,128,0,1,998,2,16.2,110,1,2.4,76800,1,1,256,128,53,200,0,1,0,0,0,0,0,1100,0,0,3,0
398,F6310,天宇朗通,1,2009,0,1,56,0,1,275,0,14,80,1,1.5,14400,0,1,4,8,0.3,0,0,1,0,0,0,0,0,1000,0,0,1,0
399,E89,同洲电子,1,2009,3,0,192,0,1,3880,0,13.95,110,1,3.2,172800,2,0,256,512,0,300,0,1,0,1,0,1,1,1100,1,1,1,1
400,F6219,天宇朗通,1,2009,0,1,56,0,1,298,0,16,70,1,1.3,20480,0,1,4,16,0,130,0,0,0,1,0,0,0,500,0,0,1,0
401,2680,雷梦,1,2009,0,0,96,0,1,322,0,15,110,1,2.4,76800,2,1,16,8,2,130,0,1,0,1,0,1,0,1300,0,0,3,0
402,ZTE-E N72,中兴,1,2009,1,0,528,1,1,3980,0,11.9,125,1,2,38720,0,1,64,128,50,200,1,0,0,1,0,1,0,1800,0,0,1,0
403,E600,宇龙,1,2009,1,0,192,0,3,2680,0,15,130,1,2.4,76800,0,1,128,64,2.5,30,0,0,0,0,0,0,0,1450,0,0,1,0
404,E1000,华录,1,2009,1,0,192,0,1,1280,0,13,80,1,2,38720,1,1,128,64,128,30,0,1,0,0,0,1,0,850,0,0,3,0
405,E666,德赛视听,1,2009,1,0,192,0,1,2980,0,15.5,90,1,2.4,76800,0,1,32,8,64,200,0,1,0,0,0,1,0,1500,0,0,1,0
406,E999,德赛视听,1,2009,1,0,192,0,1,2980,0,14.5,65.5,1,1.77,20480,0,1,32,64,128,0,0,0,0,0,0,0,0,1000,0,0,1,0
407,CE708,金立,1,2009,0,0,192,0,1,700,0,15,142,1,3.7,384000,2,0,512,16000,512,800,1,1,0,0,0,1,1,1450,1,1,2,1
408,CE280,盛泰,1,2009,1,0,192,0,1,1480,0,12.8,98,1,2.4,76800,0,1,512,1024,19,200,0,0,0,0,0,0,0,1100,0,0,1,0
409,OT-E800,TCL移动,3,2009,1,0,192,0,1,1590,0,13.9,75,1,1.5,16384,0,1,8,4,0.87,0,0,0,0,0,0,0,0,1000,0,0,1,0
410,E3,大唐,1,2009,1,0,192,0,3,1680,0,13.69,102,1,2.8,76800,1,0,256,512,0,300,1,0,0,1,0,1,1,1000,1,1,2,1
411,E15,大唐,1,2009,1,0,192,0,1,1006,0,12.1,140,2,2.8,96000,0,1,32,8,32,30,0,1,0,0,0,1,0,1200,0,0,1,0
412,EF707,深圳广信,3,2009,1,0,192,0,1,558,0,13,70,1,2,20480,0,1,32,128,3.06,0,0,1,0,0,0,0,0,850,0,0,1,0
413,SE18,创维,1,2009,1,0,192,0,1,599,0,12.6,147.8,1,2.6,76800,1,2,16,32,2,0,0,0,0,0,0,0,0,2500,0,0,3,0
414,T5399,多普达,1,2009,4,0,528,0,3,4980,0,15.5,72,1,1.6,20480,0,1,4,8,0,0,0,0,0,0,0,0,0,1400,0,0,1,0
415,C310,振华,1,2009,0,0,96,0,1,600,0,13.5,70,1,1.5,16384,0,1,64,64,2,0,0,1,0,0,0,0,0,700,0,0,1,0
416,A1890,摩托罗拉,1,2009,3,0,192,0,3,2798,1,24.95,104,1,2.2,76800,0,1,512,4096,20,30,0,0,0,0,0,1,0,800,1,0,1,0
417,D510,宇龙,1,2009,1,0,192,0,3,1143,0,16,178,1,5.3,921600,2,0,1024,16384,16384,800,1,1,0,1,0,1,1,2500,1,1,2,1
418,i899,三星,1,2009,1,0,192,1,1,3980,0,12.8,118,1,2.4,172800,0,1,512,1024,20,30,0,0,0,1,0,0,0,850,0,0,1,0
419,SCH-F809,三星,1,2009,3,0,192,1,1,3580,0,11.9,85,1,2.6,76800,1,0,64,64,10,30,0,0,0,1,0,0,0,1000,0,0,2,0
420,SCH-W589,三星,1,2009,3,0,192,0,3,3953,1,18.9,100,1,1.54,16384,0,1,32,64,0,0,0,1,0,0,0,0,0,630,0,0,1,0
421,酷派N91,宇龙,2,2009,1,0,192,0,1,2980,0,13.1,113.9,1,3,96000,1,0,128,256,128,200,1,1,0,1,0,1,0,900,0,0,2,0
422,C8100,华为,1,2009,2,0,192,0,1,2480,0,15.4,115,2,3,96000,0,1,128,128,256,320,1,0,0,1,0,1,0,1000,0,0,1,0
423,CE10,盛泰,1,2009,1,0,192,0,1,2480,0,12.9,70,1,1.44,6240,0,1,4,8,0.2,0,0,1,0,0,0,0,0,670,0,0,1,0
424,C5110,华为,4,2009,0,0,96,0,1,698,0,9.9,110,1,3.14,76800,2,0,512,384,0,320,1,1,0,1,0,1,1,1200,1,1,3,1
425,C702,Philips,1,2009,1,0,192,0,1,1680,0,14.5,80,1,1.5,20480,0,1,32,64,32,0,0,0,0,0,0,0,0,1050,0,0,1,0
426,OT-S679,TCL移动,1,2009,1,0,96,0,1,1680,0,15.2,110,1,3.2,153600,1,0,512,256,768,30,1,0,0,1,0,1,0,1300,0,0,3,1
427,ES2000,华录,1,2009,1,0,192,0,1,2980,0,13.5,85,1,1.5,14400,0,1,8,2,0.3,0,0,0,0,0,0,0,0,1000,0,0,1,0
428,E608,天宇朗通,1,2009,1,0,192,1,1,2980,0,12.5,116,1,2.8,76800,1,0,4,16,10,130,0,0,0,1,0,0,0,950,0,0,1,0
429,E71C,盛泰,1,2009,0,0,96,0,3,799,0,13.2,96,1,2.8,76800,1,0,128,256,150,200,0,1,0,1,0,1,0,1000,0,0,2,0
430,E9,易丰展业,1,2009,2,1,56,0,3,1080,0,14.6,80,1,1.77,19200,0,1,8,4,0,30,0,0,0,0,0,0,0,1400,0,0,1,0
431,E16C,易丰展业,1,2009,0,1,56,0,1,660,2,18,80.7,1,1.8,20480,0,1,4,8,0,0,0,0,0,0,0,0,0,1400,0,0,1,0
432,E18,易丰展业,1,2009,0,1,56,0,3,698,0,17.5,99,1,2.4,76800,1,1,32,8,32,0,0,1,0,0,0,0,0,1050,0,0,3,0
433,E72C,易丰展业,1,2009,0,0,96,0,1,520,0,12.5,70,1,1.4,16384,0,1,4,8,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
434,EC12,易丰展业,1,2009,0,0,96,0,1,388,0,15,95,1,2,38720,0,1,32,128,160,30,0,1,0,0,0,1,0,1200,0,1,1,0
435,EC13,易丰展业,1,2009,0,0,96,0,1,660,1,14.7,107,1,2.4,76800,1,1,128,64,3,30,0,1,0,1,0,1,0,1100,0,0,3,0
436,1506,诺基亚,2,2009,0,1,56,0,1,299,0,15.4,97,1,2.4,76800,1,0,64,128,33,200,0,1,0,1,0,1,0,940,0,0,2,0
437,KS828C,深圳科盛,1,2009,0,0,96,0,1,199,0,12.3,80,1,1.9,38720,0,1,32,64,17,130,0,1,0,1,0,1,0,800,0,0,1,0
438,KS858C,深圳科盛,1,2009,0,0,96,0,1,497,0,15,68,1,1.44,16384,0,1,8,8,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
439,KS918C,深圳科盛,1,2009,0,1,56,0,1,200,0,13,66,1,1.8,16384,0,1,4,8,8,0,0,0,0,0,0,0,0,1000,0,0,2,0
440,ZTE-CS131,中兴,2,2009,0,0,96,0,1,300,0,14.4,105,1,2,76800,0,1,16,16,21,200,0,1,0,0,1,1,0,1150,0,0,1,0
441,ZTE-CS130,中兴,1,2009,0,0,96,0,1,300,0,14.2,150,2,2.6,96000,1,1,32,128,0,30,0,1,0,0,0,0,0,950,0,0,3,0
442,ET60C,联想,1,2010,1,0,192,0,1,2998,2,15.8,107,1,2.4,76800,1,1,32,128,0,200,0,1,0,1,0,1,0,1300,0,0,3,0
443,K9000,森密,1,2010,1,0,192,0,1,1388,0,14,80,1,1.5,6240,0,1,2,4,0.3,0,0,1,0,0,0,0,0,800,0,0,1,0
444,3806,诺基亚,3,2010,0,0,96,0,1,999,0,12.5,80,1,1.77,20480,0,1,32,128,3,30,0,0,0,0,0,0,0,1100,0,0,1,0
445,CG09,创维,1,2010,1,0,96,0,3,728,0,14.4,100,1,2.8,76800,1,0,256,256,128,200,1,1,0,1,0,1,0,1200,1,0,3,0
446,D900,Philips,1,2010,1,0,268,0,1,1480,0,15.2,80,1,1.5,16384,0,1,64,32,11.2,0,0,0,0,0,1,0,0,950,0,0,1,0
447,S50,宇龙,2,2010,0,0,96,0,1,498,0,13.2,105,1,1.77,20480,0,1,128,64,64,30,0,1,0,1,0,0,0,1050,0,0,1,0
448,KX196,LG,1,2009,0,0,96,0,1,237,0,13.9,105,1,3,96000,1,0,512,512,10,200,1,1,0,1,0,1,0,1200,0,0,2,0
449,CV320,广州金鹏,2,2010,0,0,192,0,1,518,0,13.8,110,1,2.2,38720,0,1,32,128,0.2,0,0,0,0,0,0,0,0,1950,0,0,1,0
450,HS-EG60,海信,1,2010,1,0,192,1,3,1999,0,14.5,64,1,1.77,20480,0,1,8,64,4,30,0,1,0,1,0,0,0,800,0,0,1,0
451,968,侨兴,1,2010,1,0,268,1,1,2500,0,16.5,75,1,1.3,20480,0,1,8,2,0,0,0,0,0,0,0,0,0,500,0,0,1,0
452,HS-D867,海信,1,2010,1,0,96,0,3,2980,1,16,124,1,2.2,38720,1,1,32,128,0,30,0,1,0,1,0,1,0,1000,0,0,3,0
453,HS-D907,海信,1,2008,3,0,147,0,3,3180,0,17,95,1,2.8,76800,1,0,128,256,150,200,0,1,0,1,0,1,0,1000,0,0,2,0
454,C8100,大显,1,2007,1,0,40,0,3,2950,0,18,129,1,2.2,76800,1,1,32,32,64,200,0,0,0,1,0,1,0,1100,0,0,3,0
455,DT688,大唐,1,2009,2,0,96,0,3,1699,1,20.5,70,1,1.44,16384,0,1,4,8,0.2,0,0,0,0,0,0,0,0,850,0,0,1,0
456,C8000,大显,1,2006,2,0,40,0,3,2750,0,19,65,1,1.44,16384,0,1,32,64,1.8,0,0,0,0,0,0,0,0,750,0,0,1,0
457,酷派 E230,宇龙,1,2010,2,0,192,0,1,779,0,13.5,138,1,2.2,38720,1,1,32,128,0,130,0,0,0,1,0,0,0,1480,0,0,3,0
458,C163,侨兴,1,2010,0,0,96,1,1,298,0,13.7,90,1,2.2,38720,0,1,4,16,0.4,30,0,1,0,0,0,0,0,1050,0,0,1,0
459,M5,大显,1,2007,0,0,96,0,1,750,0,12,76,1,2,38720,0,1,32,32,8,30,0,1,0,1,0,0,0,800,0,0,1,0
460,CB-R800C,深圳新中桥,1,2010,0,0,96,0,1,820,0,14,142,2,3.36,409920,2,1,512,512,0,800,1,0,0,1,0,1,1,960,1,1,3,1
461,L101,厦门凌拓,1,2009,0,0,96,0,1,298,0,12.6,86,1,2.2,38720,0,1,4,16,0.5,30,0,0,0,0,0,0,0,1000,0,0,1,0
462,L202,厦门凌拓,1,2010,0,0,96,0,1,498,0,13.1,86,1,1.8,20480,0,1,32,128,0,30,0,0,0,1,0,0,0,1000,0,0,1,0
463,T600,厦门凌拓,1,2010,0,0,96,0,1,798,2,14.5,80,1,1.8,20480,0,1,2,4,0.3,0,0,0,0,1,0,0,0,1000,0,0,1,0
464,DF810,深圳广信,4,2010,2,1,56,0,3,788,0,12.6,100,1,2.2,76800,0,1,256,128,32,200,1,1,0,0,0,1,0,930,0,0,1,0
465,HC-C2060,海尔,1,2009,0,0,96,0,1,219,0,14,75,1,1.75,20480,0,1,4,16,0,30,0,1,0,0,0,0,0,650,0,0,1,0
466,HC-C5000,海尔,1,2009,0,0,96,0,1,202,0,14,76,1,1.8,20480,0,1,4,8,2,130,0,1,0,1,0,1,0,1000,0,0,1,0
467,HC-C6000,海尔,1,2008,0,0,96,0,1,399,0,13.5,100,1,2.2,76800,0,1,32,64,0,30,0,1,0,0,0,0,0,1000,0,0,1,0
468,HC-D600,海尔,1,2009,0,1,56,0,1,899,0,15,108,1,2.4,76800,1,1,128,64,0,200,0,1,0,1,0,1,0,1300,0,0,3,0
469,C2808,华为,1,2009,0,0,96,0,1,227,0,15.1,115,1,3.2,96000,1,0,64,128,43,200,1,1,0,1,1,0,0,1350,0,0,2,0
470,C2807,华为,1,2009,0,0,96,0,1,299,0,12.9,62,1,2.4,76800,0,1,64,128,2,30,0,0,0,1,0,0,0,1350,0,0,1,0
471,C3105,华为,1,2009,0,0,96,0,1,428,2,13.5,67,1,1.5,16384,0,1,12,12,0.3,0,0,0,0,0,0,0,0,800,0,0,1,0
472,C7200,华为,1,2008,0,0,128,0,1,599,0,16,104,1,3,96000,0,1,128,256,114,130,0,0,0,1,0,0,0,980,0,1,1,0
473,C7199,华为,1,2008,0,0,96,0,1,998,0,15,80,1,1.5,16384,0,1,2,8,3,0,0,0,0,0,0,0,0,1000,0,0,1,0
474,C2900,华为,1,2008,0,0,96,0,1,399,0,13.6,95,1,3,96000,1,0,128,256,16,30,0,1,0,1,0,1,0,1050,0,0,2,0
475,C2905,华为,1,2009,0,0,96,0,1,399,0,13.6,80,1,2,20480,0,1,32,8,10,0,0,0,0,0,0,0,0,500,0,0,1,0
476,CF330,深圳广信,2,2010,0,1,56,0,1,441,1,16,65,1,1.5,16384,0,1,32,64,0,0,0,0,0,0,0,0,0,650,0,0,1,0
477,i161,英华达,1,2009,0,1,56,0,1,980,0,14,95,1,1.33,16384,0,1,4,8,2,0,0,1,0,0,0,0,0,1400,0,0,1,0
478,酷派298,宇龙,1,2007,2,0,40,0,3,2780,0,20.7,182,1,4.3,384000,2,0,512,512,130,500,1,0,0,1,0,1,1,3000,1,1,2,1
479,U1000,优思,1,2009,0,0,96,0,1,999,0,12,82,1,1.8,20480,0,1,128,32,2.5,30,0,0,0,0,0,0,0,750,0,0,1,0
480,UNC-F63,深圳友利通,1,2009,0,1,56,0,3,575,0,18,110,1,2,38720,0,1,32,64,0,30,0,0,0,0,0,0,0,800,0,0,1,0
481,酷派288,宇龙,1,2007,2,0,96,0,3,2380,0,19.5,102.7,1,3.2,153600,2,0,512,512,100,500,1,1,0,1,0,1,1,1230,1,0,2,1
482,UNC-F59C,深圳友利通,1,2010,0,1,56,0,1,660,0,14.5,90,1,2.4,76800,1,1,128,512,192,30,0,1,0,1,0,1,0,950,0,0,3,0
483,酷派299,宇龙,1,2007,1,0,96,0,3,2380,0,20,136,1,3.5,153600,2,0,256,512,150,320,0,1,0,1,0,1,1,1400,1,0,1,1
484,酷派289,宇龙,1,2007,2,0,96,0,3,1988,0,19.5,130,1,3.8,384000,2,0,512,512,80,500,1,1,0,1,0,1,1,1500,1,0,3,1
485,大显 M6,大显,1,2007,0,0,96,0,1,950,0,11.8,65,1,1.5,16384,0,1,16,64,0,0,0,1,0,1,0,0,0,850,0,0,1,0
486,UNC-F680,深圳友利通,1,2009,0,1,56,0,1,388,0,16.3,80,1,2.4,76800,0,1,64,128,30,0,0,0,0,1,0,0,0,1000,0,0,1,0
487,M7,大显,1,2007,0,0,96,0,1,860,0,13,80,1,1.5,16384,0,1,4,8,11.2,0,0,0,0,0,0,0,0,950,0,0,1,0
488,UNC-F670,深圳友利通,1,2009,0,1,56,0,1,780,0,17,70,1,1.44,16384,0,1,4,16,0,0,0,0,0,0,0,0,0,670,0,0,1,0
489,UNC-F650,深圳友利通,1,2009,0,1,56,0,1,780,0,17,130,1,3.2,96000,1,0,128,256,0,200,1,0,0,1,0,1,1,1500,1,0,2,1
490,大显C558,大显,1,2009,0,0,96,0,1,778,0,13,112,2,2.6,76800,0,2,512,1024,16,30,0,0,0,1,0,0,0,1150,0,0,1,0
491,HC-C200,海尔,1,2009,0,0,96,0,1,499,0,11.1,88,1,1.8,20480,0,1,32,64,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
492,F6810C,深圳友利通,1,2009,0,1,56,0,3,620,0,15,65,1,1.8,20480,0,1,64,32,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
493,HC-D500,海尔,1,2009,0,1,56,0,1,699,2,19,93,1,2,38720,0,1,4,8,0,0,0,0,0,0,0,0,0,750,0,0,1,0
494,UNC-F2110C,深圳友利通,1,2010,0,1,56,0,1,321,0,15.3,124,1,2.4,76800,1,1,64,256,7,0,0,0,0,1,0,1,0,1400,0,0,3,0
495,V360,振华,1,2008,0,0,96,0,1,398,0,15,155,1,3.25,172800,2,0,192,128,1024,320,1,0,0,1,0,1,0,1400,0,1,3,1
496,D178,天宇朗通,1,2009,0,1,56,0,3,850,0,14.6,83,1,1.5,16384,0,1,16,32,32,30,0,0,0,0,1,1,0,860,0,0,1,0
497,D179,天宇朗通,2,2009,0,1,56,0,3,850,0,14.6,110,1,2,38720,0,1,128,64,128,130,0,0,0,1,0,0,0,1500,0,0,1,0
498,U71,优思,1,2009,0,0,96,0,3,758,0,12.5,86.4,1,2.4,76800,0,1,64,128,30,200,1,1,0,1,0,1,0,1000,0,0,1,0
499,c2906,华为,1,2009,0,0,96,0,1,228,0,11.5,90,1,2.4,76800,0,1,64,128,30,130,0,0,0,1,0,0,0,1000,0,0,1,0
500,OT-S211C,TCL移动,1,2009,0,0,96,0,1,500,0,12.3,101,1,2.4,76800,1,1,64,64,17,130,1,1,0,1,0,1,0,950,0,0,3,0
501,ZTE D810,中兴,1,2008,3,0,147,1,3,3948,0,16.2,110,1,2.8,76800,1,1,8,16,2,130,0,1,0,0,0,0,0,1800,0,0,3,0
502,U1,优思,1,2009,1,0,96,0,3,1280,0,12.9,110,1,1,16384,0,1,32,64,0.3,0,0,0,0,0,0,0,0,1000,0,1,1,0
